日期,开盘价,最高价,最低价,收盘价,收益率,ARIMA预测值,信号,信号说明
2026-05-06,8219.8,8520.2,8219.8,8455.8,0.0281107895824719,0.0001595058635714942,1.0,做多
2026-05-07,8467.8,8591.4,8467.8,8579.0,0.0145698810284067,0.0001595058635714942,1.0,做多
2026-05-08,8578.2,8601.6,8501.8,8574.2,-0.0005595057699031,0.0001595058635714942,1.0,做多
2026-05-11,8571.8,8740.0,8571.8,8687.8,0.0132490494740031,0.0001595058635714942,1.0,做多
2026-05-12,8702.0,8702.0,8605.6,8641.2,-0.0053638435507261,0.0001595058635714942,1.0,做多
2026-05-13,8647.0,8805.2,8600.8,8792.4,0.0174975697819745,0.0001595058635714942,1.0,做多
2026-05-14,8781.2,8829.2,8546.6,8547.2,-0.0278877212137753,0.0001595058635714942,1.0,做多
2026-05-15,8599.8,8599.8,8313.4,8384.6,-0.0190237738674654,0.0001595058635714942,1.0,做多
2026-05-18,8358.6,8470.4,8326.4,8402.2,0.002099086420342,0.0001595058635714942,1.0,做多
2026-05-19,8366.4,8463.2,8248.2,8456.0,0.0064030849063339,0.0001595058635714942,1.0,做多
2026-05-20,8440.0,8498.4,8365.6,8483.6,0.0032639545884578,0.0001595058635714942,1.0,做多
2026-05-21,8469.4,8636.2,8228.6,8240.8,-0.0286199255033241,0.0001595058635714942,1.0,做多
2026-05-22,8318.4,8437.6,8268.6,8379.6,0.0168430249490341,0.0001595058635714942,1.0,做多
2026-05-25,8401.8,8504.6,8353.6,8485.2,0.0126020335099528,0.0001595058635714942,1.0,做多
2026-05-26,8485.6,8485.6,8325.6,8462.4,-0.002687031537265,0.0001595058635714942,1.0,做多
2026-05-27,8419.0,8553.0,8270.4,8315.0,-0.0174182265078464,0.0001595058635714942,1.0,做多
2026-05-28,8315.8,8412.4,8214.2,8351.0,0.0043295249549006,0.0001595058635714942,1.0,做多
2026-05-29,8367.0,8407.0,8108.2,8163.0,-0.0225122739791642,0.0001595058635714942,1.0,做多
2026-06-01,8142.4,8266.2,8094.6,8117.2,-0.0056106823471763,0.0001595058635714942,1.0,做多
2026-06-02,8118.6,8231.6,7996.2,8152.8,0.0043857487803675,0.0001595058635714942,1.0,做多
2026-06-03,8165.0,8310.2,8130.6,8200.6,0.0058630163870081,0.0001595058635714942,1.0,做多
2026-06-04,8189.2,8234.6,8142.6,8184.8,-0.0019266882911006,0.0001595058635714942,1.0,做多
2026-06-05,8184.8,8236.8,8043.0,8070.8,-0.0139282572573551,0.0001595058635714942,1.0,做多
2026-06-08,8084.4,8084.4,7722.0,7818.8,-0.031223670515934,0.0001595058635714942,1.0,做多
2026-06-09,7801.2,8000.8,7795.2,7983.8,0.0211029825548676,0.0001595058635714942,1.0,做多
2026-06-10,7975.8,7975.8,7787.2,7892.0,-0.0114982840251509,0.0001595058635714942,1.0,做多
2026-06-11,7873.8,7918.0,7786.6,7859.2,-0.0041561074505829,0.0001595058635714942,1.0,做多
2026-06-12,7833.4,8094.2,7833.4,7978.8,0.0152178338762214,0.0001595058635714942,1.0,做多
2026-06-15,7974.4,8249.6,7974.4,8249.2,0.0338898079911766,0.0001595058635714942,1.0,做多
2026-06-16,8216.8,8360.8,8216.8,8316.0,0.0080977549338117,0.0001595058635714942,1.0,做多
2026-06-17,8320.6,8456.4,8291.2,8453.4,0.0165223665223663,0.0001595058635714942,1.0,做多
2026-06-18,8423.4,8553.4,8423.4,8524.6,0.008422646509097,0.0001595058635714942,1.0,做多
2026-06-22,8522.0,8673.8,8436.0,8651.2,0.0148511367102268,0.0001595058635714942,1.0,做多
2026-06-23,8623.8,8662.4,8372.4,8449.2,-0.0233493619382282,0.0001595058635714942,1.0,做多
2026-06-24,8423.8,8626.8,8409.6,8587.4,0.0163565781375749,0.0001595058635714942,1.0,做多
2026-06-25,8594.0,8704.2,8554.0,8693.4,0.012343666301791,0.0001595058635714942,1.0,做多
2026-06-26,8681.6,8681.6,8399.8,8445.6,-0.0285043826351023,0.0001595058635714942,1.0,做多
2026-06-29,8459.4,8583.8,8346.2,8535.2,0.0106090745476934,0.0001595058635714942,1.0,做多
2026-06-30,8512.6,8796.4,8510.2,8774.6,0.0280485518792763,0.0001595058635714942,1.0,做多
2026-07-01,8753.6,8865.2,8652.4,8708.0,-0.0075900895767329,0.0001595058635714942,1.0,做多
2026-07-02,8712.8,8712.8,8450.0,8479.6,-0.0262287551676618,0.0001595058635714942,1.0,做多
2026-07-03,8507.2,8640.0,8434.0,8529.2,0.0058493325156847,0.0001595058635714942,1.0,做多
2026-07-06,8557.6,8572.8,8365.2,8458.6,-0.0082774468883365,0.0001595058635714942,1.0,做多
2026-07-07,8456.0,8464.8,8269.2,8311.2,-0.017426051592462,0.0001595058635714942,1.0,做多
2026-07-08,8306.8,8362.4,8189.6,8242.8,-0.0082298585041873,0.0001595058635714942,1.0,做多
2026-07-09,8262.0,8496.0,8158.8,8489.0,0.0298684912893678,0.0001595058635714942,1.0,做多
2026-07-10,8444.8,8603.0,8320.4,8320.4,-0.0198609965838143,0.0001595058635714942,1.0,做多
2026-07-13,8407.8,8407.8,7980.8,8005.8,-0.0378106821787413,0.0001595058635714942,1.0,做多
2026-07-14,8016.6,8144.6,7859.4,8101.4,0.0119413425266681,0.0001595058635714942,1.0,做多
2026-07-15,8096.8,8173.2,7966.4,8023.6,-0.0096032784457006,0.0001595058635714942,1.0,做多
2026-07-16,8001.8,8027.8,7800.8,7844.0,-0.0223839672964754,0.0001595058635714942,1.0,做多
2026-07-17,7842.4,7842.4,7344.0,7367.2,-0.0607853136155023,0.0001595058635714942,1.0,做多
2026-07-20,7434.2,7528.6,7060.0,7266.0,-0.0137365620588554,0.0001595058635714942,1.0,做多
2026-07-21,7178.8,7662.8,7165.4,7652.4,0.0531791907514449,0.0001595058635714942,1.0,做多
2026-07-22,7637.8,7725.0,7544.4,7569.4,-0.0108462704511003,0.0001595058635714942,1.0,做多
2026-07-23,7583.4,7643.6,7496.2,7561.2,-0.0010833091130075,0.0001595058635714942,1.0,做多
2026-07-24,7553.8,7553.8,7368.2,7372.4,-0.0249695815479025,0.0001595058635714942,1.0,做多
2026-07-27,7394.6,7621.8,7351.6,7604.2,0.0314415929683684,0.0001595058635714942,1.0,做多
2026-07-28,7563.0,7563.0,7241.6,7307.6,-0.039004760527077,0.0001595058635714942,1.0,做多
2026-07-29,7280.2,7470.4,7214.8,7413.0,0.0144233400842956,0.0001595058635714942,1.0,做多
2026-07-30,7398.4,7446.0,7063.8,7204.0,-0.0281937137461216,0.0001595058635714942,1.0,做多
2026-07-31,7231.8,7567.0,7231.8,7355.2,0.020988339811216,0.0001595058635714942,1.0,做多
2026-08-03,7397.6,7399.4,7297.6,7313.4,-0.0056830541657603,0.0001595058635714942,1.0,做多
2026-08-04,7319.8,7555.2,7319.8,7487.2,0.0237645964941066,0.0001595058635714942,1.0,做多
2026-08-05,7505.6,7730.4,7474.6,7698.4,0.0282081418955015,0.0001595058635714942,1.0,做多
2026-08-06,7687.0,7717.8,7597.6,7680.2,-0.002364127610932,0.0001595058635714942,1.0,做多
2026-08-07,7665.6,7830.6,7619.0,7826.0,0.0189838806281086,0.0001595058635714942,1.0,做多
2026-08-10,7803.2,7862.0,7741.8,7826.0,0.0,0.0001595058635714942,1.0,做多
2026-08-11,7816.4,7901.8,7774.2,7812.8,-0.0016866854076156,0.0001595058635714942,1.0,做多
2026-08-12,7815.0,7907.0,7800.2,7852.4,0.0050686053655539,0.0001595058635714942,1.0,做多
2026-08-13,7853.8,7958.2,7798.0,7803.8,-0.0061891905659415,0.0001595058635714942,1.0,做多
2026-08-14,7845.0,7850.0,7737.6,7797.2,-0.0008457418180887,0.0001595058635714942,1.0,做多
2026-08-17,7808.0,8013.8,7805.0,8007.6,0.0269840455548147,0.0001595058635714942,1.0,做多
2026-08-18,7996.0,8018.4,7860.0,7948.8,-0.0073430241270793,0.0001595058635714942,1.0,做多
2026-08-19,7942.4,7942.4,7606.4,7638.8,-0.0389995974235104,0.0001595058635714942,1.0,做多
